"","Date","block","LeakVolume"
"1444",2018-08-19,"PG_B5",24
"1445",2018-08-20,"PG_B1",480
"1446",2018-08-20,"PG_B2",24
"1447",2018-08-20,"PG_B3",0
"1448",2018-08-20,"PG_B4",0
"1449",2018-08-20,"PG_B5",0
"1450",2018-08-21,"PG_B1",456
"1451",2018-08-21,"PG_B2",48
"1452",2018-08-21,"PG_B3",0
"1453",2018-08-21,"PG_B4",0
"1454",2018-08-21,"PG_B5",0
"1455",2018-08-22,"PG_B1",384
"1456",2018-08-22,"PG_B2",0
"1457",2018-08-22,"PG_B3",120
"1458",2018-08-22,"PG_B4",0
"1459",2018-08-22,"PG_B5",0
"1460",2018-08-23,"PG_B1",0
"1461",2018-08-23,"PG_B2",24
"1462",2018-08-23,"PG_B3",0
"1463",2018-08-23,"PG_B4",0
"1464",2018-08-23,"PG_B5",0
"1465",2018-08-24,"PG_B1",0
"1466",2018-08-24,"PG_B2",24
"1467",2018-08-24,"PG_B3",0
"1468",2018-08-24,"PG_B4",0
"1469",2018-08-24,"PG_B5",0
"1470",2018-08-25,"PG_B1",0
"1471",2018-08-25,"PG_B2",24
"1472",2018-08-25,"PG_B3",0
"1473",2018-08-25,"PG_B4",0
"1474",2018-08-25,"PG_B5",0
"1475",2018-08-26,"PG_B1",456
"1476",2018-08-26,"PG_B2",48
"1477",2018-08-26,"PG_B3",0
"1478",2018-08-26,"PG_B4",24
"1479",2018-08-26,"PG_B5",0
"1480",2018-08-27,"PG_B1",48
"1481",2018-08-27,"PG_B2",24
"1482",2018-08-27,"PG_B3",24
"1483",2018-08-27,"PG_B4",48
"1484",2018-08-27,"PG_B5",0
"1485",2018-08-28,"PG_B1",24
"1486",2018-08-28,"PG_B2",24
"1487",2018-08-28,"PG_B3",48
"1488",2018-08-28,"PG_B4",0
"1489",2018-08-28,"PG_B5",0
"1490",2018-08-29,"PG_B1",24
"1491",2018-08-29,"PG_B2",72
"1492",2018-08-29,"PG_B3",0
"1493",2018-08-29,"PG_B4",0
"1494",2018-08-29,"PG_B5",0
"1495",2018-08-30,"PG_B1",168
"1496",2018-08-30,"PG_B2",24
"1497",2018-08-30,"PG_B3",0
"1498",2018-08-30,"PG_B4",0
"1499",2018-08-30,"PG_B5",24
"1500",2018-08-31,"PG_B1",432
"1501",2018-08-31,"PG_B2",24
"1502",2018-08-31,"PG_B3",24
"1503",2018-08-31,"PG_B4",0
"1504",2018-08-31,"PG_B5",24
"1505",2018-09-01,"PG_B1",432
"1506",2018-09-01,"PG_B2",48
"1507",2018-09-01,"PG_B3",0
"1508",2018-09-01,"PG_B4",48
"1509",2018-09-01,"PG_B5",0
"1510",2018-09-02,"PG_B1",912
"1511",2018-09-02,"PG_B2",24
"1512",2018-09-02,"PG_B3",0
"1513",2018-09-02,"PG_B4",0
"1514",2018-09-02,"PG_B5",24
"1515",2018-09-03,"PG_B1",432
"1516",2018-09-03,"PG_B2",24
"1517",2018-09-03,"PG_B3",0
"1518",2018-09-03,"PG_B4",0
"1519",2018-09-03,"PG_B5",0
"1520",2018-09-04,"PG_B1",456
"1521",2018-09-04,"PG_B2",48
"1522",2018-09-04,"PG_B3",0
"1523",2018-09-04,"PG_B4",48
"1524",2018-09-04,"PG_B5",0
"1525",2018-09-05,"PG_B1",408
"1526",2018-09-05,"PG_B2",24
"1527",2018-09-05,"PG_B3",0
"1528",2018-09-05,"PG_B4",0
"1529",2018-09-05,"PG_B5",0
"1530",2018-09-06,"PG_B1",936
"1531",2018-09-06,"PG_B2",96
"1532",2018-09-06,"PG_B3",0
"1533",2018-09-06,"PG_B4",0
"1534",2018-09-06,"PG_B5",0
"1535",2018-09-07,"PG_B1",456
"1536",2018-09-07,"PG_B2",48
"1537",2018-09-07,"PG_B3",48
"1538",2018-09-07,"PG_B4",0
"1539",2018-09-07,"PG_B5",0
"1540",2018-09-08,"PG_B1",816
"1541",2018-09-08,"PG_B2",96
"1542",2018-09-08,"PG_B3",0
"1543",2018-09-08,"PG_B4",0
"1544",2018-09-08,"PG_B5",0
"1545",2018-09-09,"PG_B1",432
"1546",2018-09-09,"PG_B2",72
"1547",2018-09-09,"PG_B3",24
"1548",2018-09-09,"PG_B4",0
"1549",2018-09-09,"PG_B5",0
"1550",2018-09-10,"PG_B1",504
"1551",2018-09-10,"PG_B2",24
"1552",2018-09-10,"PG_B3",0
"1553",2018-09-10,"PG_B4",0
"1554",2018-09-10,"PG_B5",0
"1555",2018-09-11,"PG_B1",888
"1556",2018-09-11,"PG_B2",24
"1557",2018-09-11,"PG_B3",0
"1558",2018-09-11,"PG_B4",0
"1559",2018-09-11,"PG_B5",0
"1560",2018-09-12,"PG_B1",504
"1561",2018-09-12,"PG_B2",24
"1562",2018-09-12,"PG_B3",0
"1563",2018-09-12,"PG_B4",96
"1564",2018-09-12,"PG_B5",0
"1565",2018-09-13,"PG_B1",408
"1566",2018-09-13,"PG_B2",24
"1567",2018-09-13,"PG_B3",0
"1568",2018-09-13,"PG_B4",0
"1569",2018-09-13,"PG_B5",0
"1570",2018-09-14,"PG_B1",408
"1571",2018-09-14,"PG_B2",24
"1572",2018-09-14,"PG_B3",0
"1573",2018-09-14,"PG_B4",0
"1574",2018-09-14,"PG_B5",0
"1575",2018-09-15,"PG_B1",576
"1576",2018-09-15,"PG_B2",24
"1577",2018-09-15,"PG_B3",0
"1578",2018-09-15,"PG_B4",0
"1579",2018-09-15,"PG_B5",24
"1580",2018-09-16,"PG_B1",432
"1581",2018-09-16,"PG_B2",24
"1582",2018-09-16,"PG_B3",0
"1583",2018-09-16,"PG_B4",0
"1584",2018-09-16,"PG_B5",0
"1585",2018-09-17,"PG_B1",864
"1586",2018-09-17,"PG_B2",120
"1587",2018-09-17,"PG_B3",0
"1588",2018-09-17,"PG_B4",0
"1589",2018-09-17,"PG_B5",0
"1590",2018-09-18,"PG_B1",720
"1591",2018-09-18,"PG_B2",24
"1592",2018-09-18,"PG_B3",0
"1593",2018-09-18,"PG_B4",0
"1594",2018-09-18,"PG_B5",0
"1595",2018-09-19,"PG_B1",408
"1596",2018-09-19,"PG_B2",0
"1597",2018-09-19,"PG_B3",24
"1598",2018-09-19,"PG_B4",48
"1599",2018-09-19,"PG_B5",0
"1600",2018-09-20,"PG_B1",816
"1601",2018-09-20,"PG_B2",24
"1602",2018-09-20,"PG_B3",0
"1603",2018-09-20,"PG_B4",0
"1604",2018-09-20,"PG_B5",0
"1605",2018-09-21,"PG_B1",456
"1606",2018-09-21,"PG_B2",72
"1607",2018-09-21,"PG_B3",0
"1608",2018-09-21,"PG_B4",0
"1609",2018-09-21,"PG_B5",0
"1610",2018-09-22,"PG_B1",504
"1611",2018-09-22,"PG_B2",168
"1612",2018-09-22,"PG_B3",24
"1613",2018-09-22,"PG_B4",0
"1614",2018-09-22,"PG_B5",24
"1615",2018-09-23,"PG_B1",504
"1616",2018-09-23,"PG_B2",48
"1617",2018-09-23,"PG_B3",120
"1618",2018-09-23,"PG_B4",0
"1619",2018-09-23,"PG_B5",0
"1620",2018-09-24,"PG_B1",384
"1621",2018-09-24,"PG_B2",48
"1622",2018-09-24,"PG_B3",0
"1623",2018-09-24,"PG_B4",0
"1624",2018-09-24,"PG_B5",0
"1625",2018-09-25,"PG_B1",384
"1626",2018-09-25,"PG_B2",48
"1627",2018-09-25,"PG_B3",0
"1628",2018-09-25,"PG_B4",0
"1629",2018-09-25,"PG_B5",0
"1630",2018-09-26,"PG_B1",624
"1631",2018-09-26,"PG_B2",48
"1632",2018-09-26,"PG_B3",0
"1633",2018-09-26,"PG_B4",0
"1634",2018-09-26,"PG_B5",24
"1635",2018-09-27,"PG_B1",408
"1636",2018-09-27,"PG_B2",48
"1637",2018-09-27,"PG_B3",0
"1638",2018-09-27,"PG_B4",0
"1639",2018-09-27,"PG_B5",0
"1640",2018-09-28,"PG_B1",408
"1641",2018-09-28,"PG_B2",216
"1642",2018-09-28,"PG_B3",0
"1643",2018-09-28,"PG_B4",0
"1644",2018-09-28,"PG_B5",24
"1645",2018-09-29,"PG_B1",552
"1646",2018-09-29,"PG_B2",72
"1647",2018-09-29,"PG_B3",0
"1648",2018-09-29,"PG_B4",48
"1649",2018-09-29,"PG_B5",24
"1650",2018-09-30,"PG_B1",384
"1651",2018-09-30,"PG_B2",24
"1652",2018-09-30,"PG_B3",0
"1653",2018-09-30,"PG_B4",0
"1654",2018-09-30,"PG_B5",24
"1655",2018-10-01,"PG_B1",384
"1656",2018-10-01,"PG_B2",72
"1657",2018-10-01,"PG_B3",0
"1658",2018-10-01,"PG_B4",48
"1659",2018-10-01,"PG_B5",0
"1660",2018-10-02,"PG_B1",456
"1661",2018-10-02,"PG_B2",48
"1662",2018-10-02,"PG_B3",24
"1663",2018-10-02,"PG_B4",0
"1664",2018-10-02,"PG_B5",24
"1665",2018-10-03,"PG_B1",384
"1666",2018-10-03,"PG_B2",72
"1667",2018-10-03,"PG_B3",24
"1668",2018-10-03,"PG_B4",0
"1669",2018-10-03,"PG_B5",24
"1670",2018-10-04,"PG_B1",576
"1671",2018-10-04,"PG_B2",48
"1672",2018-10-04,"PG_B3",0
"1673",2018-10-04,"PG_B4",0
"1674",2018-10-04,"PG_B5",0
"1675",2018-10-05,"PG_B1",408
"1676",2018-10-05,"PG_B2",72
"1677",2018-10-05,"PG_B3",0
"1678",2018-10-05,"PG_B4",24
"1679",2018-10-05,"PG_B5",0
"1680",2018-10-06,"PG_B1",840
"1681",2018-10-06,"PG_B2",72
"1682",2018-10-06,"PG_B3",0
"1683",2018-10-06,"PG_B4",0
"1684",2018-10-06,"PG_B5",0
"1685",2018-10-07,"PG_B1",432
"1686",2018-10-07,"PG_B2",96
"1687",2018-10-07,"PG_B3",0
"1688",2018-10-07,"PG_B4",0
"1689",2018-10-07,"PG_B5",0
"1690",2018-10-08,"PG_B1",504
"1691",2018-10-08,"PG_B2",96
"1692",2018-10-08,"PG_B3",0
"1693",2018-10-08,"PG_B4",48
"1694",2018-10-08,"PG_B5",0
"1695",2018-10-09,"PG_B1",384
"1696",2018-10-09,"PG_B2",96
"1697",2018-10-09,"PG_B3",48
"1698",2018-10-09,"PG_B4",0
"1699",2018-10-09,"PG_B5",0
"1700",2018-10-10,"PG_B1",456
"1701",2018-10-10,"PG_B2",48
"1702",2018-10-10,"PG_B3",24
"1703",2018-10-10,"PG_B4",0
"1704",2018-10-10,"PG_B5",0
"1705",2018-10-11,"PG_B1",864
"1706",2018-10-11,"PG_B2",72
"1707",2018-10-11,"PG_B3",24
"1708",2018-10-11,"PG_B4",0
"1709",2018-10-11,"PG_B5",0
"1710",2018-10-12,"PG_B1",480
"1711",2018-10-12,"PG_B2",72
"1712",2018-10-12,"PG_B3",24
"1713",2018-10-12,"PG_B4",48
"1714",2018-10-12,"PG_B5",192
"1715",2018-10-13,"PG_B1",504
"1716",2018-10-13,"PG_B2",48
"1717",2018-10-13,"PG_B3",120
"1718",2018-10-13,"PG_B4",48
"1719",2018-10-13,"PG_B5",192
"1720",2018-10-14,"PG_B1",408
"1721",2018-10-14,"PG_B2",96
"1722",2018-10-14,"PG_B3",24
"1723",2018-10-14,"PG_B4",0
"1724",2018-10-14,"PG_B5",192
"1725",2018-10-15,"PG_B1",552
"1726",2018-10-15,"PG_B2",120
"1727",2018-10-15,"PG_B3",0
"1728",2018-10-15,"PG_B4",0
"1729",2018-10-15,"PG_B5",24
"1730",2018-10-16,"PG_B1",336
"1731",2018-10-16,"PG_B2",96
"1732",2018-10-16,"PG_B3",0
"1733",2018-10-16,"PG_B4",0
"1734",2018-10-16,"PG_B5",0
"1735",2018-10-17,"PG_B1",336
"1736",2018-10-17,"PG_B2",120
"1737",2018-10-17,"PG_B3",24
"1738",2018-10-17,"PG_B4",0
"1739",2018-10-17,"PG_B5",0
"1740",2018-10-18,"PG_B1",456
"1741",2018-10-18,"PG_B2",96
"1742",2018-10-18,"PG_B3",0
"1743",2018-10-18,"PG_B4",0
"1744",2018-10-18,"PG_B5",0
"1745",2018-10-19,"PG_B1",336
"1746",2018-10-19,"PG_B2",72
"1747",2018-10-19,"PG_B3",144
"1748",2018-10-19,"PG_B4",0
"1749",2018-10-19,"PG_B5",24
"1750",2018-10-20,"PG_B1",384
"1751",2018-10-20,"PG_B2",96
"1752",2018-10-20,"PG_B3",0
"1753",2018-10-20,"PG_B4",0
"1754",2018-10-20,"PG_B5",24
"1755",2018-10-21,"PG_B1",504
"1756",2018-10-21,"PG_B2",120
"1757",2018-10-21,"PG_B3",24
"1758",2018-10-21,"PG_B4",0
"1759",2018-10-21,"PG_B5",24
"1760",2018-10-22,"PG_B1",432
"1761",2018-10-22,"PG_B2",48
"1762",2018-10-22,"PG_B3",0
"1763",2018-10-22,"PG_B4",0
"1764",2018-10-22,"PG_B5",0
"1765",2018-10-23,"PG_B1",528
"1766",2018-10-23,"PG_B2",48
"1767",2018-10-23,"PG_B3",24
"1768",2018-10-23,"PG_B4",0
"1769",2018-10-23,"PG_B5",24
"1770",2018-10-24,"PG_B1",576
"1771",2018-10-24,"PG_B2",72
"1772",2018-10-24,"PG_B3",0
"1773",2018-10-24,"PG_B4",96
"1774",2018-10-24,"PG_B5",0
"1775",2018-10-25,"PG_B1",384
"1776",2018-10-25,"PG_B2",96
"1777",2018-10-25,"PG_B3",0
"1778",2018-10-25,"PG_B4",0
"1779",2018-10-25,"PG_B5",0
"1780",2018-10-26,"PG_B1",456
"1781",2018-10-26,"PG_B2",144
"1782",2018-10-26,"PG_B3",24
"1783",2018-10-26,"PG_B4",48
"1784",2018-10-26,"PG_B5",0
"1785",2018-10-27,"PG_B1",408
"1786",2018-10-27,"PG_B2",144
"1787",2018-10-27,"PG_B3",0
"1788",2018-10-27,"PG_B4",48
"1789",2018-10-27,"PG_B5",0
"1790",2018-10-28,"PG_B1",384
"1791",2018-10-28,"PG_B2",96
"1792",2018-10-28,"PG_B3",0
"1793",2018-10-28,"PG_B4",0
"1794",2018-10-28,"PG_B5",0
"1795",2018-04-01,"YH_B1",17
"1796",2018-04-01,"YH_B2",19
"1797",2018-04-01,"YH_B3",0
"1798",2018-04-01,"YH_B4",38
"1799",2018-04-01,"YH_B5",2
"1800",2018-04-01,"YH_B6",17
"1801",2018-04-01,"YH_B7",0
"1802",2018-04-02,"YH_B1",12
"1803",2018-04-02,"YH_B2",14
"1804",2018-04-02,"YH_B3",0
"1805",2018-04-02,"YH_B4",39
"1806",2018-04-02,"YH_B5",4
"1807",2018-04-02,"YH_B6",11
"1808",2018-04-02,"YH_B7",2
"1809",2018-04-03,"YH_B1",18
"1810",2018-04-03,"YH_B2",15
"1811",2018-04-03,"YH_B3",0
"1812",2018-04-03,"YH_B4",48
"1813",2018-04-03,"YH_B5",3
"1814",2018-04-03,"YH_B6",21
"1815",2018-04-03,"YH_B7",0
"1816",2018-04-04,"YH_B1",51
"1817",2018-04-04,"YH_B2",2
"1818",2018-04-04,"YH_B3",0
"1819",2018-04-04,"YH_B4",117
"1820",2018-04-04,"YH_B5",4
"1821",2018-04-04,"YH_B6",46
"1822",2018-04-04,"YH_B7",0
"1823",2018-04-05,"YH_B1",479
"1824",2018-04-05,"YH_B2",13
"1825",2018-04-05,"YH_B3",0
"1826",2018-04-05,"YH_B4",245
"1827",2018-04-05,"YH_B5",4
"1828",2018-04-05,"YH_B6",81
"1829",2018-04-05,"YH_B7",0
"1830",2018-04-06,"YH_B1",137
"1831",2018-04-06,"YH_B2",0
"1832",2018-04-06,"YH_B3",0
"1833",2018-04-06,"YH_B4",92
"1834",2018-04-06,"YH_B5",1
"1835",2018-04-06,"YH_B6",144
"1836",2018-04-06,"YH_B7",0
"1837",2018-04-07,"YH_B1",161
"1838",2018-04-07,"YH_B2",19
"1839",2018-04-07,"YH_B3",0
"1840",2018-04-07,"YH_B4",68
"1841",2018-04-07,"YH_B5",4
"1842",2018-04-07,"YH_B6",29
"1843",2018-04-07,"YH_B7",0
"1844",2018-04-08,"YH_B1",183
"1845",2018-04-08,"YH_B2",20
"1846",2018-04-08,"YH_B3",0
"1847",2018-04-08,"YH_B4",115
"1848",2018-04-08,"YH_B5",0
"1849",2018-04-08,"YH_B6",472
"1850",2018-04-08,"YH_B7",1
"1851",2018-04-09,"YH_B1",408
"1852",2018-04-09,"YH_B2",3
"1853",2018-04-09,"YH_B3",0
"1854",2018-04-09,"YH_B4",378
"1855",2018-04-09,"YH_B5",1
"1856",2018-04-09,"YH_B6",738
"1857",2018-04-09,"YH_B7",1
"1858",2018-04-10,"YH_B1",568
"1859",2018-04-10,"YH_B2",19
"1860",2018-04-10,"YH_B3",0
"1861",2018-04-10,"YH_B4",61
"1862",2018-04-10,"YH_B5",0
"1863",2018-04-10,"YH_B6",142
"1864",2018-04-10,"YH_B7",0
"1865",2018-04-11,"YH_B1",572
"1866",2018-04-11,"YH_B2",20
"1867",2018-04-11,"YH_B3",0
"1868",2018-04-11,"YH_B4",473
"1869",2018-04-11,"YH_B5",1
"1870",2018-04-11,"YH_B6",554
"1871",2018-04-11,"YH_B7",0
"1872",2018-04-12,"YH_B1",336
"1873",2018-04-12,"YH_B2",18
"1874",2018-04-12,"YH_B3",0
"1875",2018-04-12,"YH_B4",221
"1876",2018-04-12,"YH_B5",2
"1877",2018-04-12,"YH_B6",373
"1878",2018-04-12,"YH_B7",0
"1879",2018-04-13,"YH_B1",395
"1880",2018-04-13,"YH_B2",18
"1881",2018-04-13,"YH_B3",0
"1882",2018-04-13,"YH_B4",202
"1883",2018-04-13,"YH_B5",3
"1884",2018-04-13,"YH_B6",566
"1885",2018-04-13,"YH_B7",1
"1886",2018-04-14,"YH_B1",241
"1887",2018-04-14,"YH_B2",18
"1888",2018-04-14,"YH_B3",0
"1889",2018-04-14,"YH_B4",255
"1890",2018-04-14,"YH_B5",7
"1891",2018-04-14,"YH_B6",288
"1892",2018-04-14,"YH_B7",0
"1893",2018-04-15,"YH_B1",412
"1894",2018-04-15,"YH_B2",18
"1895",2018-04-15,"YH_B3",0
"1896",2018-04-15,"YH_B4",240
"1897",2018-04-15,"YH_B5",4
"1898",2018-04-15,"YH_B6",756
"1899",2018-04-15,"YH_B7",0
"1900",2018-04-16,"YH_B1",141
"1901",2018-04-16,"YH_B2",20
"1902",2018-04-16,"YH_B3",0
"1903",2018-04-16,"YH_B4",196
"1904",2018-04-16,"YH_B5",7
"1905",2018-04-16,"YH_B6",636
"1906",2018-04-16,"YH_B7",0
"1907",2018-04-17,"YH_B1",414
"1908",2018-04-17,"YH_B2",20
"1909",2018-04-17,"YH_B3",0
"1910",2018-04-17,"YH_B4",164
"1911",2018-04-17,"YH_B5",5
"1912",2018-04-17,"YH_B6",282
"1913",2018-04-17,"YH_B7",0
"1914",2018-04-18,"YH_B1",258
"1915",2018-04-18,"YH_B2",18
"1916",2018-04-18,"YH_B3",0
"1917",2018-04-18,"YH_B4",106
"1918",2018-04-18,"YH_B5",13
"1919",2018-04-18,"YH_B6",892
"1920",2018-04-18,"YH_B7",0
"1921",2018-04-19,"YH_B1",52
"1922",2018-04-19,"YH_B2",19
"1923",2018-04-19,"YH_B3",0
"1924",2018-04-19,"YH_B4",186
"1925",2018-04-19,"YH_B5",5
"1926",2018-04-19,"YH_B6",48
"1927",2018-04-19,"YH_B7",0
"1928",2018-04-20,"YH_B1",207
"1929",2018-04-20,"YH_B2",18
"1930",2018-04-20,"YH_B3",0
"1931",2018-04-20,"YH_B4",47
"1932",2018-04-20,"YH_B5",5
"1933",2018-04-20,"YH_B6",234
"1934",2018-04-20,"YH_B7",0
"1935",2018-04-21,"YH_B1",80
"1936",2018-04-21,"YH_B2",23
"1937",2018-04-21,"YH_B3",2
"1938",2018-04-21,"YH_B4",222
"1939",2018-04-21,"YH_B5",5
"1940",2018-04-21,"YH_B6",27
"1941",2018-04-21,"YH_B7",0
"1942",2018-04-22,"YH_B1",258
"1943",2018-04-22,"YH_B2",29
"1944",2018-04-22,"YH_B3",0
"1945",2018-04-22,"YH_B4",91
"1946",2018-04-22,"YH_B5",8
"1947",2018-04-22,"YH_B6",425
"1948",2018-04-22,"YH_B7",1
"1949",2018-04-23,"YH_B1",252
"1950",2018-04-23,"YH_B2",20
"1951",2018-04-23,"YH_B3",0
"1952",2018-04-23,"YH_B4",151
"1953",2018-04-23,"YH_B5",0
"1954",2018-04-23,"YH_B6",243
"1955",2018-04-23,"YH_B7",0
"1956",2018-04-24,"YH_B1",206
"1957",2018-04-24,"YH_B2",18
"1958",2018-04-24,"YH_B3",0
"1959",2018-04-24,"YH_B4",175
"1960",2018-04-24,"YH_B5",0
"1961",2018-04-24,"YH_B6",37
"1962",2018-04-24,"YH_B7",0
"1963",2018-04-25,"YH_B1",45
"1964",2018-04-25,"YH_B2",18
"1965",2018-04-25,"YH_B3",0
"1966",2018-04-25,"YH_B4",308
"1967",2018-04-25,"YH_B5",1
"1968",2018-04-25,"YH_B6",80
"1969",2018-04-25,"YH_B7",0
"1970",2018-04-26,"YH_B1",225
"1971",2018-04-26,"YH_B2",22
"1972",2018-04-26,"YH_B3",0
"1973",2018-04-26,"YH_B4",176
"1974",2018-04-26,"YH_B5",0
"1975",2018-04-26,"YH_B6",594
"1976",2018-04-26,"YH_B7",0
"1977",2018-04-27,"YH_B1",202
"1978",2018-04-27,"YH_B2",18
"1979",2018-04-27,"YH_B3",0
"1980",2018-04-27,"YH_B4",143
"1981",2018-04-27,"YH_B5",1
"1982",2018-04-27,"YH_B6",262
"1983",2018-04-27,"YH_B7",0
"1984",2018-04-28,"YH_B1",271
"1985",2018-04-28,"YH_B2",18
"1986",2018-04-28,"YH_B3",2
"1987",2018-04-28,"YH_B4",123
"1988",2018-04-28,"YH_B5",0
"1989",2018-04-28,"YH_B6",86
"1990",2018-04-28,"YH_B7",1
"1991",2018-04-29,"YH_B1",44
"1992",2018-04-29,"YH_B2",19
"1993",2018-04-29,"YH_B3",3
"1994",2018-04-29,"YH_B4",132
"1995",2018-04-29,"YH_B5",1
"1996",2018-04-29,"YH_B6",78
"1997",2018-04-29,"YH_B7",1
"1998",2018-04-30,"YH_B1",392
"1999",2018-04-30,"YH_B2",21
"2000",2018-04-30,"YH_B3",0
"2001",2018-04-30,"YH_B4",238
"2002",2018-04-30,"YH_B5",1
"2003",2018-04-30,"YH_B6",52
"2004",2018-04-30,"YH_B7",0
"2005",2018-05-01,"YH_B1",60
"2006",2018-05-01,"YH_B2",21
"2007",2018-05-01,"YH_B3",3
"2008",2018-05-01,"YH_B4",131
"2009",2018-05-01,"YH_B5",1
"2010",2018-05-01,"YH_B6",334
"2011",2018-05-01,"YH_B7",0
"2012",2018-05-02,"YH_B1",121
"2013",2018-05-02,"YH_B2",20
"2014",2018-05-02,"YH_B3",0
"2015",2018-05-02,"YH_B4",274
"2016",2018-05-02,"YH_B5",2
"2017",2018-05-02,"YH_B6",202
"2018",2018-05-02,"YH_B7",0
"2019",2018-05-03,"YH_B1",384
"2020",2018-05-03,"YH_B2",23
"2021",2018-05-03,"YH_B3",0
"2022",2018-05-03,"YH_B4",180
"2023",2018-05-03,"YH_B5",1
"2024",2018-05-03,"YH_B6",279
"2025",2018-05-03,"YH_B7",0
"2026",2018-05-04,"YH_B1",189
"2027",2018-05-04,"YH_B2",22
"2028",2018-05-04,"YH_B3",0
"2029",2018-05-04,"YH_B4",368
"2030",2018-05-04,"YH_B5",5
"2031",2018-05-04,"YH_B6",178
"2032",2018-05-04,"YH_B7",0
"2033",2018-05-05,"YH_B1",227
"2034",2018-05-05,"YH_B2",18
"2035",2018-05-05,"YH_B3",0
"2036",2018-05-05,"YH_B4",229
"2037",2018-05-05,"YH_B5",6
"2038",2018-05-05,"YH_B6",176
"2039",2018-05-05,"YH_B7",0
"2040",2018-05-06,"YH_B1",112
"2041",2018-05-06,"YH_B2",18
"2042",2018-05-06,"YH_B3",0
"2043",2018-05-06,"YH_B4",128
"2044",2018-05-06,"YH_B5",0
"2045",2018-05-06,"YH_B6",272
"2046",2018-05-06,"YH_B7",0
"2047",2018-05-07,"YH_B1",54
"2048",2018-05-07,"YH_B2",19
"2049",2018-05-07,"YH_B3",0
"2050",2018-05-07,"YH_B4",257
"2051",2018-05-07,"YH_B5",2
"2052",2018-05-07,"YH_B6",192
"2053",2018-05-07,"YH_B7",0
"2054",2018-05-08,"YH_B1",266
"2055",2018-05-08,"YH_B2",19
"2056",2018-05-08,"YH_B3",0
"2057",2018-05-08,"YH_B4",114
"2058",2018-05-08,"YH_B5",1
"2059",2018-05-08,"YH_B6",57
"2060",2018-05-08,"YH_B7",0
"2061",2018-05-09,"YH_B1",568
"2062",2018-05-09,"YH_B2",18
"2063",2018-05-09,"YH_B3",0
"2064",2018-05-09,"YH_B4",307
"2065",2018-05-09,"YH_B5",3
"2066",2018-05-09,"YH_B6",77
"2067",2018-05-09,"YH_B7",0
"2068",2018-05-10,"YH_B1",351
"2069",2018-05-10,"YH_B2",18
"2070",2018-05-10,"YH_B3",0
"2071",2018-05-10,"YH_B4",269
"2072",2018-05-10,"YH_B5",3
"2073",2018-05-10,"YH_B6",203
"2074",2018-05-10,"YH_B7",1
"2075",2018-05-11,"YH_B1",393
"2076",2018-05-11,"YH_B2",18
"2077",2018-05-11,"YH_B3",0
"2078",2018-05-11,"YH_B4",178
"2079",2018-05-11,"YH_B5",3
"2080",2018-05-11,"YH_B6",368
"2081",2018-05-11,"YH_B7",0
"2082",2018-05-12,"YH_B1",303
"2083",2018-05-12,"YH_B2",18
"2084",2018-05-12,"YH_B3",0
"2085",2018-05-12,"YH_B4",51
"2086",2018-05-12,"YH_B5",2
"2087",2018-05-12,"YH_B6",152
"2088",2018-05-12,"YH_B7",1
"2089",2018-05-13,"YH_B1",219
"2090",2018-05-13,"YH_B2",19
"2091",2018-05-13,"YH_B3",0
"2092",2018-05-13,"YH_B4",88
"2093",2018-05-13,"YH_B5",5
"2094",2018-05-13,"YH_B6",145
"2095",2018-05-13,"YH_B7",0
"2096",2018-05-14,"YH_B1",114
"2097",2018-05-14,"YH_B2",18
"2098",2018-05-14,"YH_B3",1
"2099",2018-05-14,"YH_B4",119
"2100",2018-05-14,"YH_B5",8
"2101",2018-05-14,"YH_B6",366
"2102",2018-05-14,"YH_B7",1
"2103",2018-05-15,"YH_B1",182
"2104",2018-05-15,"YH_B2",18
"2105",2018-05-15,"YH_B3",0
"2106",2018-05-15,"YH_B4",147
"2107",2018-05-15,"YH_B5",2
"2108",2018-05-15,"YH_B6",79
"2109",2018-05-15,"YH_B7",1
"2110",2018-05-16,"YH_B1",399
"2111",2018-05-16,"YH_B2",18
"2112",2018-05-16,"YH_B3",0
"2113",2018-05-16,"YH_B4",356
"2114",2018-05-16,"YH_B5",1
"2115",2018-05-16,"YH_B6",213
"2116",2018-05-16,"YH_B7",2
"2117",2018-05-17,"YH_B1",111
"2118",2018-05-17,"YH_B2",18
"2119",2018-05-17,"YH_B3",0
"2120",2018-05-17,"YH_B4",266
"2121",2018-05-17,"YH_B5",3
"2122",2018-05-17,"YH_B6",192
"2123",2018-05-17,"YH_B7",1
"2124",2018-05-18,"YH_B1",471
"2125",2018-05-18,"YH_B2",19
"2126",2018-05-18,"YH_B3",0
"2127",2018-05-18,"YH_B4",293
"2128",2018-05-18,"YH_B5",2
"2129",2018-05-18,"YH_B6",173
"2130",2018-05-18,"YH_B7",1
"2131",2018-05-19,"YH_B1",145
"2132",2018-05-19,"YH_B2",22
"2133",2018-05-19,"YH_B3",0
"2134",2018-05-19,"YH_B4",132
"2135",2018-05-19,"YH_B5",0
"2136",2018-05-19,"YH_B6",107
"2137",2018-05-19,"YH_B7",4
"2138",2018-05-20,"YH_B1",371
"2139",2018-05-20,"YH_B2",18
"2140",2018-05-20,"YH_B3",1
"2141",2018-05-20,"YH_B4",114
"2142",2018-05-20,"YH_B5",0
