"id","code","family_id","results","special_challenge_options","challenge_start_date","challenge_end_date","created_date","updated_date","status"
93,"S03",548,"AVAILABLE",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-05-15 15:00:03,NA
94,"S03",313,"AVAILABLE",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-05-15 15:00:03,NA
85,"S03",65,"SUCCESS",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-08-16 15:00:03,NA
86,"S03",24,"SUCCESS",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-08-16 15:00:03,NA
91,"S03",370,"SUCCESS",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-08-16 15:00:03,NA
95,"S03",400,"SUCCESS",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-08-16 15:00:03,NA
38,"S04",31,"FAILED",NA,2017-04-28,2017-07-28,2017-04-28 15:00:03,2017-08-18 15:00:03,NA
63,"S03",156,"FAILED",NA,2017-05-08,2017-08-08,2017-05-08 15:00:03,2017-08-21 15:00:03,NA
82,"S03",1763,"FAILED",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-08-28 15:00:03,NA
83,"S03",57,"FAILED",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-09-04 15:00:02,NA
97,"S03",247,"AVAILABLE",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-05-15 15:00:03,NA
99,"S03",281,"AVAILABLE",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-05-15 15:00:03,NA
103,"S03",284,"AVAILABLE",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-05-15 15:00:03,NA
105,"S03",189,"AVAILABLE",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-05-15 15:00:03,NA
106,"S03",198,"AVAILABLE",NA,2017-05-15,2017-08-15,2017-05-15 15:00:03,2017-05-15 15:00:03,NA
275,"S01",561,"SUCCESS",NA,NA,NA,2017-05-16 16:06:12,2017-05-16 16:06:12,NA
274,"S01",561,"FAILED",NA,NA,NA,2017-05-09 15:31:25,2017-05-16 16:08:11,NA
79,"S04",51,"FAILED",NA,2017-05-13,2017-08-13,2017-05-17 15:00:03,2017-05-13 15:00:02,NA
113,"S04",231,"FAILED",NA,2017-05-24,2017-08-24,2017-05-26 15:00:02,2017-05-24 15:00:03,NA
119,"S04",543,"AVAILABLE",NA,2017-06-06,2017-09-06,2017-06-06 15:00:09,2017-06-06 15:00:09,NA
96,"S03",426,"FAILED",NA,2017-05-15,2017-08-15,2017-06-12 15:00:03,2017-05-15 15:00:03,NA
98,"S03",240,"FAILED",NA,2017-05-15,2017-08-15,2017-06-12 15:00:03,2017-05-15 15:00:03,NA
102,"S03",244,"FAILED",NA,2017-05-15,2017-08-15,2017-06-12 15:00:03,2017-05-15 15:00:03,NA
104,"S03",300,"FAILED",NA,2017-05-15,2017-08-15,2017-06-12 15:00:03,2017-05-15 15:00:03,NA
121,"S03",87,"AVAILABLE",NA,2017-06-12,2017-09-12,2017-06-12 15:00:03,2017-06-12 15:00:03,NA
