"","date","block","MeanCountPerHour","MeterCount","HourlyIndexReadingRate"
"435",2018-06-02,"YH_B1",59.5833333333333,99,60.19
"436",2018-06-02,"YH_B2",129.625,135,96.02
"437",2018-06-02,"YH_B3",24.625,25,98.5
"438",2018-06-02,"YH_B4",52.75,90,58.61
"439",2018-06-02,"YH_B5",106.75,113,94.47
"440",2018-06-02,"YH_B6",61,92,66.3
"441",2018-06-02,"YH_B7",16.5416666666667,18,91.9
"442",2018-06-03,"YH_B1",54.8333333333333,99,55.39
"443",2018-06-03,"YH_B2",129.958333333333,135,96.27
"444",2018-06-03,"YH_B3",24.625,25,98.5
"445",2018-06-03,"YH_B4",51.2916666666667,90,56.99
"446",2018-06-03,"YH_B5",107.416666666667,113,95.06
"447",2018-06-03,"YH_B6",50.1666666666667,92,54.53
"448",2018-06-03,"YH_B7",17.4583333333333,18,96.99
"449",2018-06-04,"YH_B1",54.625,99,55.18
"450",2018-06-04,"YH_B2",129.25,135,95.74
"451",2018-06-04,"YH_B3",23.8333333333333,25,95.33
"452",2018-06-04,"YH_B4",44.0833333333333,90,48.98
"453",2018-06-04,"YH_B5",105.708333333333,113,93.55
"454",2018-06-04,"YH_B6",52.7916666666667,92,57.38
"455",2018-06-04,"YH_B7",17.5416666666667,18,97.45
"456",2018-06-05,"YH_B1",63.5833333333333,99,64.23
"457",2018-06-05,"YH_B2",129.333333333333,135,95.8
"458",2018-06-05,"YH_B3",24.2083333333333,25,96.83
"459",2018-06-05,"YH_B4",54.0833333333333,90,60.09
"460",2018-06-05,"YH_B5",105.333333333333,113,93.22
"461",2018-06-05,"YH_B6",63.0833333333333,92,68.57
"462",2018-06-05,"YH_B7",17.5416666666667,18,97.45
"463",2018-06-06,"YH_B1",61,99,61.62
"464",2018-06-06,"YH_B2",129.958333333333,135,96.27
"465",2018-06-06,"YH_B3",24.5416666666667,25,98.17
"466",2018-06-06,"YH_B4",50.625,90,56.25
"467",2018-06-06,"YH_B5",108.708333333333,113,96.2
